im_loss,mse
1.990297794342041,0.8615045547485352
1.6412832736968994,0.8461487889289856
1.5730676651000977,0.8502604365348816
2.272116184234619,0.8516785502433777
4.411837100982666,0.8351155519485474
3.8749966621398926,0.8087239861488342
7.348056793212891,0.7905693054199219
5.454079627990723,0.7652308344841003
10.910595893859863,0.7721018195152283
10.281554222106934,0.7741333246231079
18.258556365966797,0.7491282224655151
13.523033142089844,0.7513554096221924
20.64385223388672,0.7844349145889282
12.369324684143066,0.7700299024581909
32.13596725463867,0.7745903134346008
12.423322677612305,0.7772037386894226
31.18182945251465,0.8086389899253845
21.292144775390625,0.793303370475769
90.56196594238281,0.8486489057540894
18.60856056213379,0.8397771716117859
37.22722625732422,0.8330662846565247
94.67955780029297,0.8334189653396606
17.5579833984375,0.8333156704902649
22.218978881835938,0.834625244140625
43.087730407714844,0.8440808057785034
158.23745727539062,0.8895517587661743
29.19523048400879,0.8855564594268799
91.86367797851562,0.8788001537322998
27.31454849243164,0.8796693086624146
52.939971923828125,0.8851101398468018
260.30096435546875,0.9558866024017334
28.36855125427246,0.9527077078819275
29.217187881469727,0.948973536491394
37.62074279785156,0.9443216323852539
80.23585510253906,0.9350603818893433
308.9308776855469,0.9462196826934814
17.94890594482422,0.9466860890388489
19.186737060546875,0.9472541809082031
21.356704711914062,0.9479894638061523
23.144187927246094,0.9488534927368164
24.685169219970703,0.9498047828674316
29.7883358001709,0.9511412382125854
42.28127670288086,0.9535120725631714
39.66133499145508,0.9561629295349121
45.063072204589844,0.9601613283157349
79.79940795898438,0.9702682495117188
269.5028381347656,1.0186450481414795
78.06425476074219,1.0129406452178955
216.9661407470703,1.0021917819976807
175.50209045410156,1.0269984006881714
99.70034790039062,1.0250720977783203
624.9122314453125,1.075592041015625
93.9578628540039,1.0807141065597534
214.8406982421875,1.1031309366226196
146.4204864501953,1.1030690670013428
702.134033203125,1.1365301609039307
21.96562385559082,1.1365196704864502
19.837926864624023,1.1365516185760498
16.856462478637695,1.1366026401519775
18.494922637939453,1.1366461515426636
20.753150939941406,1.1367151737213135
23.11753273010254,1.1367602348327637
25.493183135986328,1.1368401050567627
23.995777130126953,1.136948585510254
19.05518913269043,1.1369816064834595
18.91848373413086,1.137012004852295
26.121728897094727,1.1371304988861084
26.4420108795166,1.1372349262237549
26.110082626342773,1.1374163627624512
30.82745361328125,1.1375343799591064
28.695545196533203,1.1376758813858032
26.862438201904297,1.1378525495529175
34.719627380371094,1.138049840927124
29.72565460205078,1.1383103132247925
33.271663665771484,1.1385655403137207
38.13555908203125,1.1389081478118896
41.235103607177734,1.1392972469329834
46.543827056884766,1.139672875404358
41.35936737060547,1.1400678157806396
50.98714828491211,1.140552043914795
54.21900939941406,1.1413049697875977
68.35237884521484,1.1425219774246216
86.36544036865234,1.1445839405059814
123.24579620361328,1.1485786437988281
270.15179443359375,1.1652169227600098
406.34075927734375,1.170833945274353
83.49854278564453,1.1712895631790161
95.95882415771484,1.1721220016479492
175.38182067871094,1.1750074625015259
545.8543090820312,1.204892873764038
42.41553497314453,1.204848051071167
48.167991638183594,1.2047301530838013
54.034942626953125,1.2046468257904053
